State,Region,Year,Year_Label,MedianHomeValue,MedianHouseholdIncome,PriceToIncomeRatio,AffordabilityCategory
Missouri,Midwest,2007,2007,141265,44469,3.18,5 - Affordable (Under 3.5x)
Missouri,Midwest,2008,2008,138455,45536,3.04,5 - Affordable (Under 3.5x)
Missouri,Midwest,2009,2009,132964,45632,2.91,5 - Affordable (Under 3.5x)
Missouri,Midwest,2010,2010,130008,46726,2.78,5 - Affordable (Under 3.5x)
Missouri,Midwest,2011,2011,122599,48889,2.51,5 - Affordable (Under 3.5x)
Missouri,Midwest,2012,2012,120666,49926,2.42,5 - Affordable (Under 3.5x)
Missouri,Midwest,2013,2013,123897,51952,2.38,5 - Affordable (Under 3.5x)
Missouri,Midwest,2014,2014,128187,53257,2.41,5 - Affordable (Under 3.5x)
Missouri,Midwest,2015,2015,133486,54408,2.45,5 - Affordable (Under 3.5x)
Missouri,Midwest,2016,2016,140824,55551,2.53,5 - Affordable (Under 3.5x)
Missouri,Midwest,2017,2017,148571,57071,2.6,5 - Affordable (Under 3.5x)
Missouri,Midwest,2018,2018,156955,58689,2.67,5 - Affordable (Under 3.5x)
Missouri,Midwest,2019,2019,164835,59773,2.76,5 - Affordable (Under 3.5x)
Missouri,Midwest,2020,2020,175952,60986,2.89,5 - Affordable (Under 3.5x)
Missouri,Midwest,2021,2021,201945,62096,3.25,5 - Affordable (Under 3.5x)
Missouri,Midwest,2022,2022,227801,63880,3.57,4 - Borderline (3.5-4x)
Missouri,Midwest,2023,2023,236668,64639,3.66,4 - Borderline (3.5-4x)
Missouri,Midwest,2024,2024,246106,65928,3.73,4 - Borderline (3.5-4x)
Montana,West,2005,2005,161436,42604,3.79,4 - Borderline (3.5-4x)
Montana,West,2006,2006,175159,44217,3.96,4 - Borderline (3.5-4x)
Montana,West,2007,2007,186159,45118,4.13,3 - Mod. Unaffordable (4-5x)
Montana,West,2008,2008,190110,46368,4.1,3 - Mod. Unaffordable (4-5x)
Montana,West,2009,2009,186799,46162,4.05,3 - Mod. Unaffordable (4-5x)
Montana,West,2010,2010,181167,47341,3.83,4 - Borderline (3.5-4x)
Montana,West,2011,2011,175354,49537,3.54,4 - Borderline (3.5-4x)
Montana,West,2012,2012,178550,50851,3.51,4 - Borderline (3.5-4x)
Montana,West,2013,2013,188234,53167,3.54,4 - Borderline (3.5-4x)
Montana,West,2014,2014,198655,54153,3.67,4 - Borderline (3.5-4x)
Montana,West,2015,2015,211055,55688,3.79,4 - Borderline (3.5-4x)
Montana,West,2016,2016,222554,56828,3.92,4 - Borderline (3.5-4x)
Montana,West,2017,2017,233016,57724,4.04,3 - Mod. Unaffordable (4-5x)
Montana,West,2018,2018,247047,59361,4.16,3 - Mod. Unaffordable (4-5x)
Montana,West,2019,2019,260266,61012,4.27,3 - Mod. Unaffordable (4-5x)
Montana,West,2020,2020,281485,62032,4.54,3 - Mod. Unaffordable (4-5x)
Montana,West,2021,2021,350654,63511,5.52,2 - Unaffordable (5-7x)
Montana,West,2022,2022,423840,63859,6.64,2 - Unaffordable (5-7x)
Montana,West,2023,2023,425394,65482,6.5,2 - Unaffordable (5-7x)
Montana,West,2024,2024,441816,67045,6.59,2 - Unaffordable (5-7x)
Nebraska,Midwest,2000,2000,115207,40729,2.83,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2001,2001,110250,42015,2.62,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2002,2002,110433,43335,2.55,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2003,2003,115272,44802,2.57,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2004,2004,121279,46140,2.63,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2005,2005,126412,47655,2.65,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2006,2006,130509,49085,2.66,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2007,2007,131889,50131,2.63,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2008,2008,128859,51953,2.48,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2009,2009,127009,51675,2.46,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2010,2010,128606,53262,2.41,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2011,2011,124861,55033,2.27,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2012,2012,125480,56382,2.23,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2013,2013,129988,59067,2.2,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2014,2014,134579,61033,2.21,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2015,2015,140641,61962,2.27,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2016,2016,148775,63345,2.35,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2017,2017,156928,65327,2.4,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2018,2018,166759,66662,2.5,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2019,2019,176009,67987,2.59,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2020,2020,187858,69188,2.72,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2021,2021,212056,70575,3.0,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2022,2022,235535,72196,3.26,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2023,2023,247554,73507,3.37,5 - Affordable (Under 3.5x)
Nebraska,Midwest,2024,2024,257179,74719,3.44,5 - Affordable (Under 3.5x)
Nevada,West,2000,2000,156952,39153,4.01,3 - Mod. Unaffordable (4-5x)
Nevada,West,2001,2001,165785,40734,4.07,3 - Mod. Unaffordable (4-5x)
Nevada,West,2002,2002,176617,41709,4.23,3 - Mod. Unaffordable (4-5x)
Nevada,West,2003,2003,192089,42912,4.48,3 - Mod. Unaffordable (4-5x)
Nevada,West,2004,2004,242668,44463,5.46,2 - Unaffordable (5-7x)
Nevada,West,2005,2005,313184,45623,6.86,2 - Unaffordable (5-7x)
Nevada,West,2006,2006,334508,47215,7.08,1 - Severely Unaffordable (7x+)
Nevada,West,2007,2007,318231,48711,6.53,2 - Unaffordable (5-7x)
Nevada,West,2008,2008,248926,49806,5.0,2 - Unaffordable (5-7x)
Nevada,West,2009,2009,176513,50194,3.52,4 - Borderline (3.5-4x)
Nevada,West,2010,2010,149851,50896,2.94,5 - Affordable (Under 3.5x)
Nevada,West,2011,2011,135301,53309,2.54,5 - Affordable (Under 3.5x)
Nevada,West,2012,2012,132475,54625,2.43,5 - Affordable (Under 3.5x)
Nevada,West,2013,2013,162959,56846,2.87,5 - Affordable (Under 3.5x)
Nevada,West,2014,2014,192807,58445,3.3,5 - Affordable (Under 3.5x)
Nevada,West,2015,2015,209367,59993,3.49,5 - Affordable (Under 3.5x)
Nevada,West,2016,2016,226638,61256,3.7,4 - Borderline (3.5-4x)
Nevada,West,2017,2017,247852,62681,3.95,4 - Borderline (3.5-4x)
Nevada,West,2018,2018,282535,64183,4.4,3 - Mod. Unaffordable (4-5x)
Nevada,West,2019,2019,302736,65000,4.66,3 - Mod. Unaffordable (4-5x)
Nevada,West,2020,2020,314358,66546,4.72,3 - Mod. Unaffordable (4-5x)
Nevada,West,2021,2021,365573,68152,5.36,2 - Unaffordable (5-7x)
Nevada,West,2022,2022,438646,69264,6.33,2 - Unaffordable (5-7x)
Nevada,West,2023,2023,420343,70772,5.94,2 - Unaffordable (5-7x)
Nevada,West,2024,2024,440094,72208,6.09,2 - Unaffordable (5-7x)
New Hampshire,Northeast,2000,2000,136501,50177,2.72,5 - Affordable (Under 3.5x)
New Hampshire,Northeast,2001,2001,156308,51956,3.01,5 - Affordable (Under 3.5x)
New Hampshire,Northeast,2002,2002,177397,53491,3.32,5 - Affordable (Under 3.5x)
New Hampshire,Northeast,2003,2003,201549,55211,3.65,4 - Borderline (3.5-4x)
New Hampshire,Northeast,2004,2004,224623,57154,3.93,4 - Borderline (3.5-4x)
New Hampshire,Northeast,2005,2005,246983,59308,4.16,3 - Mod. Unaffordable (4-5x)
New Hampshire,Northeast,2006,2006,256485,60909,4.21,3 - Mod. Unaffordable (4-5x)
New Hampshire,Northeast,2007,2007,249584,62450,4.0,3 - Mod. Unaffordable (4-5x)
New Hampshire,Northeast,2008,2008,235673,64403,3.66,4 - Borderline (3.5-4x)
New Hampshire,Northeast,2009,2009,218675,64389,3.4,5 - Affordable (Under 3.5x)
New Hampshire,Northeast,2010,2010,212168,65890,3.22,5 - Affordable (Under 3.5x)
New Hampshire,Northeast,2011,2011,205866,68244,3.02,5 - Affordable (Under 3.5x)
New Hampshire,Northeast,2012,2012,201930,69899,2.89,5 - Affordable (Under 3.5x)
New Hampshire,Northeast,2013,2013,207038,73511,2.82,5 - Affordable (Under 3.5x)
New Hampshire,Northeast,2014,2014,214829,74843,2.87,5 - Affordable (Under 3.5x)
New Hampshire,Northeast,2015,2015,223758,76845,2.91,5 - Affordable (Under 3.5x)
New Hampshire,Northeast,2016,2016,234434,78581,2.98,5 - Affordable (Under 3.5x)
New Hampshire,Northeast,2017,2017,249151,80173,3.11,5 - Affordable (Under 3.5x)
New Hampshire,Northeast,2018,2018,265988,82410,3.23,5 - Affordable (Under 3.5x)
New Hampshire,Northeast,2019,2019,277985,84350,3.3,5 - Affordable (Under 3.5x)
New Hampshire,Northeast,2020,2020,299315,85608,3.5,4 - Borderline (3.5-4x)
New Hampshire,Northeast,2021,2021,355333,87563,4.06,3 - Mod. Unaffordable (4-5x)
New Hampshire,Northeast,2022,2022,408332,89368,4.57,3 - Mod. Unaffordable (4-5x)
New Hampshire,Northeast,2023,2023,435117,91288,4.77,3 - Mod. Unaffordable (4-5x)
New Hampshire,Northeast,2024,2024,467903,92536,5.06,2 - Unaffordable (5-7x)
New Jersey,Northeast,2000,2000,172894,55013,3.14,5 - Affordable (Under 3.5x)
New Jersey,Northeast,2001,2001,191301,57099,3.35,5 - Affordable (Under 3.5x)
New Jersey,Northeast,2002,2002,215737,59199,3.64,4 - Borderline (3.5-4x)
New Jersey,Northeast,2003,2003,249541,61091,4.08,3 - Mod. Unaffordable (4-5x)
New Jersey,Northeast,2004,2004,284600,62723,4.54,3 - Mod. Unaffordable (4-5x)
New Jersey,Northeast,2005,2005,327358,64991,5.04,2 - Unaffordable (5-7x)
New Jersey,Northeast,2006,2006,361444,66826,5.41,2 - Unaffordable (5-7x)
New Jersey,Northeast,2007,2007,358647,68513,5.23,2 - Unaffordable (5-7x)
New Jersey,Northeast,2008,2008,337880,70480,4.79,3 - Mod. Unaffordable (4-5x)
New Jersey,Northeast,2009,2009,309932,70326,4.41,3 - Mod. Unaffordable (4-5x)
New Jersey,Northeast,2010,2010,299120,71936,4.16,3 - Mod. Unaffordable (4-5x)
New Jersey,Northeast,2011,2011,280825,75100,3.74,4 - Borderline (3.5-4x)
New Jersey,Northeast,2012,2012,270509,76606,3.53,4 - Borderline (3.5-4x)
New Jersey,Northeast,2013,2013,275882,80471,3.43,5 - Affordable (Under 3.5x)
New Jersey,Northeast,2014,2014,290030,82299,3.52,4 - Borderline (3.5-4x)
New Jersey,Northeast,2015,2015,296625,84458,3.51,4 - Borderline (3.5-4x)
New Jersey,Northeast,2016,2016,306252,85996,3.56,4 - Borderline (3.5-4x)
New Jersey,Northeast,2017,2017,316031,88277,3.58,4 - Borderline (3.5-4x)
New Jersey,Northeast,2018,2018,329595,90451,3.64,4 - Borderline (3.5-4x)
New Jersey,Northeast,2019,2019,342607,92039,3.72,4 - Borderline (3.5-4x)
New Jersey,Northeast,2020,2020,361637,94258,3.84,4 - Borderline (3.5-4x)
New Jersey,Northeast,2021,2021,410688,95969,4.28,3 - Mod. Unaffordable (4-5x)
New Jersey,Northeast,2022,2022,453529,98415,4.61,3 - Mod. Unaffordable (4-5x)
New Jersey,Northeast,2023,2023,479952,99751,4.81,3 - Mod. Unaffordable (4-5x)
New Jersey,Northeast,2024,2024,521912,101562,5.14,2 - Unaffordable (5-7x)
New Mexico,West,2002,2002,133576,33045,4.04,3 - Mod. Unaffordable (4-5x)
New Mexico,West,2003,2003,137090,33976,4.03,3 - Mod. Unaffordable (4-5x)
New Mexico,West,2004,2004,144500,35238,4.1,3 - Mod. Unaffordable (4-5x)
New Mexico,West,2005,2005,155072,36133,4.29,3 - Mod. Unaffordable (4-5x)
New Mexico,West,2006,2006,175881,37463,4.69,3 - Mod. Unaffordable (4-5x)
New Mexico,West,2007,2007,190071,39071,4.86,3 - Mod. Unaffordable (4-5x)
New Mexico,West,2008,2008,188933,39784,4.75,3 - Mod. Unaffordable (4-5x)
New Mexico,West,2009,2009,179463,39430,4.55,3 - Mod. Unaffordable (4-5x)
New Mexico,West,2010,2010,173732,40829,4.26,3 - Mod. Unaffordable (4-5x)
New Mexico,West,2011,2011,164023,41922,3.91,4 - Borderline (3.5-4x)
New Mexico,West,2012,2012,161420,43156,3.74,4 - Borderline (3.5-4x)
New Mexico,West,2013,2013,163183,44989,3.63,4 - Borderline (3.5-4x)
New Mexico,West,2014,2014,165445,46079,3.59,4 - Borderline (3.5-4x)
New Mexico,West,2015,2015,168512,47186,3.57,4 - Borderline (3.5-4x)
New Mexico,West,2016,2016,172715,48627,3.55,4 - Borderline (3.5-4x)
New Mexico,West,2017,2017,177341,49662,3.57,4 - Borderline (3.5-4x)
New Mexico,West,2018,2018,184159,50598,3.64,4 - Borderline (3.5-4x)
New Mexico,West,2019,2019,194098,51549,3.77,4 - Borderline (3.5-4x)
New Mexico,West,2020,2020,209402,52529,3.99,4 - Borderline (3.5-4x)
New Mexico,West,2021,2021,241867,53921,4.49,3 - Mod. Unaffordable (4-5x)
New Mexico,West,2022,2022,276370,55233,5.0,2 - Unaffordable (5-7x)
New Mexico,West,2023,2023,288599,56223,5.13,2 - Unaffordable (5-7x)
New Mexico,West,2024,2024,301176,57363,5.25,2 - Unaffordable (5-7x)
New York,Northeast,2000,2000,155055,42789,3.62,4 - Borderline (3.5-4x)
New York,Northeast,2001,2001,167970,43670,3.85,4 - Borderline (3.5-4x)
New York,Northeast,2002,2002,183471,45419,4.04,3 - Mod. Unaffordable (4-5x)
New York,Northeast,2003,2003,203096,47049,4.32,3 - Mod. Unaffordable (4-5x)
New York,Northeast,2004,2004,225092,48546,4.64,3 - Mod. Unaffordable (4-5x)
New York,Northeast,2005,2005,251221,49983,5.03,2 - Unaffordable (5-7x)
New York,Northeast,2006,2006,273646,51509,5.31,2 - Unaffordable (5-7x)
New York,Northeast,2007,2007,279211,53112,5.26,2 - Unaffordable (5-7x)
New York,Northeast,2008,2008,276307,54579,5.06,2 - Unaffordable (5-7x)
New York,Northeast,2009,2009,262303,54591,4.8,3 - Mod. Unaffordable (4-5x)
New York,Northeast,2010,2010,258252,55762,4.63,3 - Mod. Unaffordable (4-5x)
New York,Northeast,2011,2011,252151,58045,4.34,3 - Mod. Unaffordable (4-5x)
New York,Northeast,2012,2012,249071,59329,4.2,3 - Mod. Unaffordable (4-5x)
New York,Northeast,2013,2013,254591,62185,4.09,3 - Mod. Unaffordable (4-5x)
New York,Northeast,2014,2014,263956,63639,4.15,3 - Mod. Unaffordable (4-5x)
New York,Northeast,2015,2015,272446,64952,4.19,3 - Mod. Unaffordable (4-5x)
New York,Northeast,2016,2016,284749,66721,4.27,3 - Mod. Unaffordable (4-5x)
New York,Northeast,2017,2017,300864,68125,4.42,3 - Mod. Unaffordable (4-5x)
New York,Northeast,2018,2018,320089,69511,4.6,3 - Mod. Unaffordable (4-5x)
New York,Northeast,2019,2019,337016,71028,4.74,3 - Mod. Unaffordable (4-5x)
New York,Northeast,2020,2020,353588,72368,4.89,3 - Mod. Unaffordable (4-5x)
New York,Northeast,2021,2021,391938,74108,5.29,2 - Unaffordable (5-7x)
New York,Northeast,2022,2022,427218,75588,5.65,2 - Unaffordable (5-7x)
New York,Northeast,2023,2023,436144,77010,5.66,2 - Unaffordable (5-7x)
New York,Northeast,2024,2024,464835,78903,5.89,2 - Unaffordable (5-7x)
North Carolina,South,2000,2000,130928,35711,3.67,4 - Borderline (3.5-4x)
North Carolina,South,2001,2001,136191,36946,3.69,4 - Borderline (3.5-4x)
North Carolina,South,2002,2002,139287,38596,3.61,4 - Borderline (3.5-4x)
North Carolina,South,2003,2003,142068,39671,3.58,4 - Borderline (3.5-4x)
North Carolina,South,2004,2004,145886,40757,3.58,4 - Borderline (3.5-4x)
North Carolina,South,2005,2005,151936,41967,3.62,4 - Borderline (3.5-4x)
North Carolina,South,2006,2006,161244,43713,3.69,4 - Borderline (3.5-4x)
North Carolina,South,2007,2007,169588,44632,3.8,4 - Borderline (3.5-4x)
North Carolina,South,2008,2008,171271,45476,3.77,4 - Borderline (3.5-4x)
North Carolina,South,2009,2009,164571,46302,3.55,4 - Borderline (3.5-4x)
North Carolina,South,2010,2010,158965,47003,3.38,5 - Affordable (Under 3.5x)
North Carolina,South,2011,2011,151845,48646,3.12,5 - Affordable (Under 3.5x)
North Carolina,South,2012,2012,148886,49970,2.98,5 - Affordable (Under 3.5x)
North Carolina,South,2013,2013,151532,52046,2.91,5 - Affordable (Under 3.5x)
North Carolina,South,2014,2014,156622,53654,2.92,5 - Affordable (Under 3.5x)
North Carolina,South,2015,2015,162084,54466,2.98,5 - Affordable (Under 3.5x)
North Carolina,South,2016,2016,170661,56443,3.02,5 - Affordable (Under 3.5x)
North Carolina,South,2017,2017,180848,57222,3.16,5 - Affordable (Under 3.5x)
North Carolina,South,2018,2018,193075,58168,3.32,5 - Affordable (Under 3.5x)
North Carolina,South,2019,2019,204918,59747,3.43,5 - Affordable (Under 3.5x)
North Carolina,South,2020,2020,220621,60850,3.63,4 - Borderline (3.5-4x)
North Carolina,South,2021,2021,259789,62208,4.18,3 - Mod. Unaffordable (4-5x)
North Carolina,South,2022,2022,308353,63754,4.84,3 - Mod. Unaffordable (4-5x)
North Carolina,South,2023,2023,319954,64711,4.94,3 - Mod. Unaffordable (4-5x)
North Carolina,South,2024,2024,331175,66208,5.0,2 - Unaffordable (5-7x)
North Dakota,Midwest,2009,2009,160311,52536,3.05,5 - Affordable (Under 3.5x)
North Dakota,Midwest,2010,2010,160728,53879,2.98,5 - Affordable (Under 3.5x)
North Dakota,Midwest,2011,2011,162789,56045,2.9,5 - Affordable (Under 3.5x)
North Dakota,Midwest,2012,2012,169684,57221,2.97,5 - Affordable (Under 3.5x)
North Dakota,Midwest,2013,2013,189906,60024,3.16,5 - Affordable (Under 3.5x)
North Dakota,Midwest,2014,2014,202464,61335,3.3,5 - Affordable (Under 3.5x)
North Dakota,Midwest,2015,2015,218637,62535,3.5,4 - Borderline (3.5-4x)
North Dakota,Midwest,2016,2016,223259,64535,3.46,5 - Affordable (Under 3.5x)
North Dakota,Midwest,2017,2017,219735,65892,3.33,5 - Affordable (Under 3.5x)
North Dakota,Midwest,2018,2018,215855,67366,3.2,5 - Affordable (Under 3.5x)
North Dakota,Midwest,2019,2019,218084,68405,3.19,5 - Affordable (Under 3.5x)
North Dakota,Midwest,2020,2020,225003,69907,3.22,5 - Affordable (Under 3.5x)
North Dakota,Midwest,2021,2021,235611,71599,3.29,5 - Affordable (Under 3.5x)
North Dakota,Midwest,2022,2022,252303,73134,3.45,5 - Affordable (Under 3.5x)
North Dakota,Midwest,2023,2023,254876,74462,3.42,5 - Affordable (Under 3.5x)
North Dakota,Midwest,2024,2024,258110,75874,3.4,5 - Affordable (Under 3.5x)
Ohio,Midwest,2000,2000,104863,36458,2.88,5 - Affordable (Under 3.5x)
Ohio,Midwest,2001,2001,109679,37295,2.94,5 - Affordable (Under 3.5x)
Ohio,Midwest,2002,2002,113448,38788,2.92,5 - Affordable (Under 3.5x)
Ohio,Midwest,2003,2003,117583,40031,2.94,5 - Affordable (Under 3.5x)
Ohio,Midwest,2004,2004,122036,41569,2.94,5 - Affordable (Under 3.5x)
Ohio,Midwest,2005,2005,126028,42424,2.97,5 - Affordable (Under 3.5x)
Ohio,Midwest,2006,2006,128581,43944,2.93,5 - Affordable (Under 3.5x)
Ohio,Midwest,2007,2007,127688,45064,2.83,5 - Affordable (Under 3.5x)
Ohio,Midwest,2008,2008,123818,46674,2.65,5 - Affordable (Under 3.5x)
Ohio,Midwest,2009,2009,117852,46585,2.53,5 - Affordable (Under 3.5x)
Ohio,Midwest,2010,2010,114917,47281,2.43,5 - Affordable (Under 3.5x)
Ohio,Midwest,2011,2011,109509,49171,2.23,5 - Affordable (Under 3.5x)
Ohio,Midwest,2012,2012,107579,50395,2.13,5 - Affordable (Under 3.5x)
Ohio,Midwest,2013,2013,110684,53184,2.08,5 - Affordable (Under 3.5x)
Ohio,Midwest,2014,2014,114513,53926,2.12,5 - Affordable (Under 3.5x)
Ohio,Midwest,2015,2015,119214,55622,2.14,5 - Affordable (Under 3.5x)
Ohio,Midwest,2016,2016,125288,56683,2.21,5 - Affordable (Under 3.5x)
Ohio,Midwest,2017,2017,131416,57998,2.27,5 - Affordable (Under 3.5x)
Ohio,Midwest,2018,2018,139646,59055,2.36,5 - Affordable (Under 3.5x)
Ohio,Midwest,2019,2019,148249,60505,2.45,5 - Affordable (Under 3.5x)
Ohio,Midwest,2020,2020,158821,61824,2.57,5 - Affordable (Under 3.5x)
Ohio,Midwest,2021,2021,181229,63161,2.87,5 - Affordable (Under 3.5x)
Ohio,Midwest,2022,2022,200345,64529,3.1,5 - Affordable (Under 3.5x)
Ohio,Midwest,2023,2023,209396,65244,3.21,5 - Affordable (Under 3.5x)
Ohio,Midwest,2024,2024,222289,66684,3.33,5 - Affordable (Under 3.5x)
Oklahoma,South,2000,2000,84133,32691,2.57,5 - Affordable (Under 3.5x)
Oklahoma,South,2001,2001,88305,33653,2.62,5 - Affordable (Under 3.5x)
Oklahoma,South,2002,2002,91610,34863,2.63,5 - Affordable (Under 3.5x)
Oklahoma,South,2003,2003,94800,35947,2.64,5 - Affordable (Under 3.5x)
Oklahoma,South,2004,2004,98155,36636,2.68,5 - Affordable (Under 3.5x)
Oklahoma,South,2005,2005,102185,38012,2.69,5 - Affordable (Under 3.5x)
Oklahoma,South,2006,2006,106753,39379,2.71,5 - Affordable (Under 3.5x)
Oklahoma,South,2007,2007,110414,40512,2.73,5 - Affordable (Under 3.5x)
Oklahoma,South,2008,2008,111937,41861,2.67,5 - Affordable (Under 3.5x)
Oklahoma,South,2009,2009,111678,41502,2.69,5 - Affordable (Under 3.5x)
Oklahoma,South,2010,2010,112650,42705,2.64,5 - Affordable (Under 3.5x)
Oklahoma,South,2011,2011,109851,44806,2.45,5 - Affordable (Under 3.5x)
Oklahoma,South,2012,2012,109730,45627,2.4,5 - Affordable (Under 3.5x)
Oklahoma,South,2013,2013,112810,47594,2.37,5 - Affordable (Under 3.5x)
Oklahoma,South,2014,2014,116711,48211,2.42,5 - Affordable (Under 3.5x)
Oklahoma,South,2015,2015,121506,49777,2.44,5 - Affordable (Under 3.5x)
Oklahoma,South,2016,2016,125067,51010,2.45,5 - Affordable (Under 3.5x)
Oklahoma,South,2017,2017,128479,51661,2.49,5 - Affordable (Under 3.5x)
Oklahoma,South,2018,2018,133166,53132,2.51,5 - Affordable (Under 3.5x)
Oklahoma,South,2019,2019,138797,53986,2.57,5 - Affordable (Under 3.5x)
Oklahoma,South,2020,2020,148878,55535,2.68,5 - Affordable (Under 3.5x)
Oklahoma,South,2021,2021,169104,56611,2.99,5 - Affordable (Under 3.5x)
Oklahoma,South,2022,2022,192355,57677,3.33,5 - Affordable (Under 3.5x)
Oklahoma,South,2023,2023,200935,59028,3.4,5 - Affordable (Under 3.5x)
Oklahoma,South,2024,2024,207918,60000,3.47,5 - Affordable (Under 3.5x)
Oregon,West,2000,2000,152647,41512,3.68,4 - Borderline (3.5-4x)
Oregon,West,2001,2001,158217,42730,3.7,4 - Borderline (3.5-4x)
Oregon,West,2002,2002,164916,43672,3.78,4 - Borderline (3.5-4x)
Oregon,West,2003,2003,173548,45296,3.83,4 - Borderline (3.5-4x)
Oregon,West,2004,2004,187457,46793,4.01,3 - Mod. Unaffordable (4-5x)
Oregon,West,2005,2005,213869,48655,4.4,3 - Mod. Unaffordable (4-5x)
Oregon,West,2006,2006,254216,50040,5.08,2 - Unaffordable (5-7x)
Oregon,West,2007,2007,272670,51717,5.27,2 - Unaffordable (5-7x)
Oregon,West,2008,2008,262048,53160,4.93,3 - Mod. Unaffordable (4-5x)
Oregon,West,2009,2009,236043,53034,4.45,3 - Mod. Unaffordable (4-5x)
Oregon,West,2010,2010,221970,54529,4.07,3 - Mod. Unaffordable (4-5x)
Oregon,West,2011,2011,203546,56222,3.62,4 - Borderline (3.5-4x)
Oregon,West,2012,2012,198651,58195,3.41,5 - Affordable (Under 3.5x)
Oregon,West,2013,2013,216235,60208,3.59,4 - Borderline (3.5-4x)
Oregon,West,2014,2014,236799,61587,3.84,4 - Borderline (3.5-4x)
Oregon,West,2015,2015,258680,63134,4.1,3 - Mod. Unaffordable (4-5x)
Oregon,West,2016,2016,291388,64706,4.5,3 - Mod. Unaffordable (4-5x)
Oregon,West,2017,2017,319504,66148,4.83,3 - Mod. Unaffordable (4-5x)
Oregon,West,2018,2018,341654,67395,5.07,2 - Unaffordable (5-7x)
Oregon,West,2019,2019,355001,69196,5.13,2 - Unaffordable (5-7x)
Oregon,West,2020,2020,376713,70728,5.33,2 - Unaffordable (5-7x)
Oregon,West,2021,2021,441227,72061,6.12,2 - Unaffordable (5-7x)
Oregon,West,2022,2022,493166,73679,6.69,2 - Unaffordable (5-7x)
Oregon,West,2023,2023,484098,75004,6.45,2 - Unaffordable (5-7x)
Oregon,West,2024,2024,490672,76490,6.41,2 - Unaffordable (5-7x)
Pennsylvania,Northeast,2000,2000,100188,40636,2.47,5 - Affordable (Under 3.5x)
Pennsylvania,Northeast,2001,2001,105618,42472,2.49,5 - Affordable (Under 3.5x)
Pennsylvania,Northeast,2002,2002,112258,43595,2.58,5 - Affordable (Under 3.5x)
Pennsylvania,Northeast,2003,2003,121495,44960,2.7,5 - Affordable (Under 3.5x)
Pennsylvania,Northeast,2004,2004,133192,46746,2.85,5 - Affordable (Under 3.5x)
Pennsylvania,Northeast,2005,2005,148377,48093,3.09,5 - Affordable (Under 3.5x)
Pennsylvania,Northeast,2006,2006,162186,49400,3.28,5 - Affordable (Under 3.5x)
Pennsylvania,Northeast,2007,2007,168155,50765,3.31,5 - Affordable (Under 3.5x)
Pennsylvania,Northeast,2008,2008,167594,52022,3.22,5 - Affordable (Under 3.5x)
Pennsylvania,Northeast,2009,2009,162024,52001,3.12,5 - Affordable (Under 3.5x)
Pennsylvania,Northeast,2010,2010,161381,53389,3.02,5 - Affordable (Under 3.5x)
